"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Charles Anthony Casamasima II","M","SBD","Raw",26.5,"24-34","MR-O",64.6,"66",147.5,152.5,-160,NA,152.5,97.5,-102.5,-102.5,NA,97.5,155,165,-170,NA,165,415,"4",331.72,331.72,322.24,470.36,"Yes","","USAPL","2015-12-13","USA","FL","Southeastern USA Regional Championships",743563,3
"Leif Sydengen","M","SBD","Single-ply",35.5,"35-39","Open",89.1,"90",205,215,-220,NA,215,160,170,-172.5,NA,170,215,-230,NA,NA,215,600,"1",385.02,385.02,371.11,487.5,"Yes","Norway","NSF","1991-06-08","Norway","","Seriestevne",578586,4
"Linh Ha","F","SBD","Raw",25.5,"24-34","FR-O",44.9,"47",37.5,55,70,NA,70,25,37.5,-40,NA,37.5,60,77.5,92.5,NA,92.5,200,"1",277.78,277.78,248.62,392.02,"Yes","","USAPL","2017-07-08","USA","ID","NW Regionals Last Chance Qualifier",666411,3
"Russell DiNaro","M","SBD","Wraps",30,"24-34","M_OCR_AAPF",115.4,"125",195,210,-240,NA,210,147.5,170,-182.5,NA,170,240,252.5,-272.5,NA,252.5,632.5,"2",367.18,367.18,351.03,514.3,"","USA","APF","2016-04-02","USA","IL","Illinois State Meet",634748,3
"Kenneth Geller","M","SBD","Raw",71.5,"70-74","MR-M4a",82.3,"83",75,85,90,NA,90,80,87.5,-95,NA,87.5,115,122.5,130,NA,130,307.5,"1",206.3,346.78,199.17,266.16,"Yes","","USAPL","2019-03-23","USA","WI","Madness Open",661512,3
"Katy Rickman","F","SBD","Raw",45.5,"45-49","FR-M1",55,"57",-70,70,75,NA,75,-50,55,-60,NA,55,75,85,90,NA,90,220,"2",262.53,276.97,232.32,396.23,"Yes","","USAPL","2017-12-08","USA","CA","American Open",685331,3
"Erin Slavec","F","SBD","Raw",19.5,"20-23","",51.4,"52",70,80,85,NA,85,-27.5,30,35,NA,35,90,100,105,NA,105,225,"1",283.01,291.5,250.98,418.69,"Yes","","APU","2018-12-15","Australia","NSW","Viking Yule",1255727,3
"Rhiannon Mach","F","SBD","Single-ply",14,"13-15","F-T",51.9,"52",102.5,107.5,110,NA,110,40,42.5,-45,NA,42.5,97.5,105,-110,NA,105,257.5,"7",321.49,395.43,284.99,418.18,"Yes","","USAPL","2013-06-15","USA","WI","Badger Open",181436,3
"Tuomo Väänänen","M","SBD","Raw",31.5,"24-34","Open",112.35,"120",240,260,270,NA,270,145,160,-162.5,NA,160,260,-282.5,282.5,NA,282.5,712.5,"1",416.68,416.68,398.81,599.27,"Yes","Finland","SVNL","2016-05-21","Finland","","Kansallinen klassinen voimanosto",1004835,3
"Alexander Sabelfeld","M","SBD","Single-ply",17.5,"18-19","Sub-Juniors",136.5,"125+",200,215,225,NA,225,-160,165,177.5,NA,177.5,240,260,270,NA,270,672.5,"1",377.26,399.9,357.83,436.67,"Yes","Russia","IPF","2009-09-07","Brazil","","World Sub-Juniors & Juniors Powerlifting Championships",1051090,3
"Cameron Drendel","M","SBD","Raw",23.5,"24-34","Open",117.7,"120",200,215,227.5,NA,227.5,105,112.5,-120,NA,112.5,230,242.5,-252.5,NA,242.5,582.5,"4",336.45,336.45,321.38,461.53,"Yes","","PA","2016-04-09","Australia","WA","Lifters Labyrinth",213594,3
"Ashley Repp","F","SBD","Raw",33.5,"24-34","FR-O",79.5,"84",112.5,117.5,-120,NA,117.5,70,-72.5,72.5,NA,72.5,145,-152.5,152.5,NA,152.5,342.5,"2",314.49,314.49,275.9,535.7,"Yes","","USAPL","2015-12-12","USA","OH","Future Winter Meltdown",717302,3
"Shame Komnirenko","M","SBD","Wraps",54,"50-54","Pro Masters 50-59",59.8,"60",75,85,95,NA,95,-35,45,-47.5,NA,45,75,85,100,NA,100,240,"1",205.32,247.2,200.09,254.8,"Yes","","WRPF","2017-12-09","Russia","","Russian Cup",801094,3
"Jordan Sickler","M","SBD","Raw",20.5,"20-23","Juniors",69.9,"74",155,162.5,167.5,NA,167.5,100,110,115,NA,115,170,180,190,NA,190,472.5,"1",354.47,361.56,343.48,513.75,"Yes","","NZPF","2017-11-05","New Zealand","AKL","Auckland Powerlifting & Bench Press Club Competition",925318,3
"Darren Hammond","M","SBD","Raw",44,"40-44","M_M1_R_WPC",108.5,"110",220,235,-250,NA,235,140,147.5,-152.5,NA,147.5,290,310,-320,NA,310,692.5,"1",409.29,426.89,392.27,592.11,"","New Zealand","WPC","2016-06-06","England","","European Championships",1245844,3
"Quentin Jacob","M","SBD","Wraps",19,"18-19","M-T3",87.6,"90",190,200,215,NA,215,115,120,-125,NA,120,205,225,-240,NA,225,560,"1",362.59,377.09,349.62,531.04,"","","WPC","2017-07-03","Finland","","European Championships",633648,3
"Robert Trujillo","M","SBD","Raw",69,"65-69","MR-M4a",58.6,"59",100,-115,-115,NA,100,75,80,-82.5,NA,80,150,160,-162.5,NA,160,340,"1",296.37,477.16,289.11,403.85,"Yes","USA","USAPL","2014-07-17","USA","CO","Raw Nationals",743098,3
"Chance Mitchell","M","SBD","Raw",22,"20-23","MR-O",92.7,"93",252.5,260,267.5,NA,267.5,147.5,155,160,NA,160,290,-305,307.5,NA,307.5,735,"13",462.43,467.05,445.33,697.6,"Yes","USA","USAPL","2016-10-13","USA","GA","Raw Nationals",659030,3
"Dino Antić","M","SBD","Wraps",21,"20-23","Juniors 20-23",95.8,"100",220,-230,-240,NA,220,145,-155,-160,NA,145,250,270,-280,NA,270,635,"2",393.51,401.38,378.64,578.81,"","","GPA","2016-05-27","Croatia","","European Championships",1364667,3
"Mark Allen","M","SBD","Raw",28.5,"24-34","MR-O",98.1,"105",140,155,172.5,NA,172.5,110,125,-135,NA,125,175,200,-210,NA,200,497.5,"3",305.16,305.16,293.44,428.38,"Yes","","USAPL","2017-03-09","USA","LA","New Orleans Invitational",719571,3
"Mikael Oganesyan","M","SBD","Wraps",20.5,"20-23","J",67.5,"67.5",135,150,160,NA,160,100,105,107.5,NA,107.5,190,215.5,220,NA,220,487.5,"1",375.87,383.39,364.59,547.62,"Yes","Ukraine","WPC-UKR","2012-03-17","Ukraine","","Ukrainian Championships",641780,3
"Yousef Abushahata","M","SBD","Wraps",44.5,"40-44","M1B",85.92,"90",70,90,100,NA,100,50,65,70,NA,70,100,120,-140,NA,120,290,"4",189.77,197.93,183.05,237.78,"Yes","Libya","IBSA","2014-10-12","Turkey","","Powerlifting World & European Championships",1199942,3
"Dawn Reshel-Sharon","F","SBD","Single-ply",33.5,"24-34","Open",90,"90",258.55,-272.16,NA,NA,258.55,129.27,-136.08,-136.08,NA,129.27,244.94,-258.55,-258.55,-258.55,244.94,632.76,"G",546.75,546.75,475.24,695.79,"","USA","APF","1988-04-23","USA","IL","Junior Nationals",137545,3
"Brittany Wolford","F","SBD","Raw",16.5,"16-17","FR-O",61.9,"63",-102.5,-110,110,NA,110,60,65,-67.5,NA,65,150,162.5,170,NA,170,345,"1",375.51,405.56,331.66,602.06,"Yes","","USAPL","2016-06-04","USA","NC","North Carolina State Championships",745666,3
"Zaur Mustafayev","M","SBD","Raw",18,"18-19","T (18-19)",105.15,"110",170,185,-195,NA,185,130,142.5,155,NA,155,190,210,-230,NA,210,550,"1",328.49,348.2,315.19,461.75,"Yes","Russia","WPC","2009-10-01","Russia","","Raw World Championships",1248592,3
"Robert Campbell","M","SBD","Single-ply",13.5,"13-15","M-Y",56.8,"59",70,77.5,-82.5,NA,77.5,57.5,62.5,65,NA,65,92.5,97.5,-105,NA,97.5,240,"1",215.49,265.06,210.56,303.26,"Yes","","USAPL","2015-05-02","USA","AK","31st Alaska Powerlifting Championship",732913,3
"Jordan Babcock","M","SBD","Raw",24.5,"24-34","MR-O",93,"93",200,207.5,212.5,NA,212.5,120,125,130,NA,130,260,272.5,280,NA,280,622.5,"1",391.05,391.05,376.56,576.65,"Yes","","USAPL","2016-09-03","USA","MO","Last Chance Qualifier",729124,3
"Lance Urlich","M","SBD","Single-ply",30.5,"24-34","Open",104.8,"105",200,240,NA,NA,240,150,170,-180,NA,170,220,240,250,NA,250,660,"1",394.65,394.65,378.72,486.7,"Yes","","NZPF","2017-06-10","New Zealand","AKL","North Island Powerlifting Championships",929903,4
"Erbol Nauanov","M","SBD","Wraps",27,"24-34","Open",82.5,"82.5",-305,-305,305,-315,305,205,-215,215,-225,215,285,300,312.5,320,312.5,832.5,"1",557.7,557.7,538.4,863.95,"","Kazakhstan","WRPF","2017-10-28","Russia","","Pro World Championships",801987,0
"Tim Bes","M","SBD","Wraps",29,"24-34","MR-O",97.4,"100",245,-257.5,-260,NA,245,145,155,-160,NA,155,230,255,-275,NA,255,655,"2",402.99,402.99,387.59,593.47,"","","WRPF-AUS","2017-04-29","Australia","NSW","NSW State Titles",811468,3
"Matthew Sananikone","M","SBD","Raw",20.5,"20-23","MR-Jr",65.3,"66",147.5,157.5,-162.5,NA,157.5,87.5,95,-100,NA,95,-192.5,-192.5,192.5,NA,192.5,445,"1",352.51,359.56,342.3,505.97,"Yes","","USAPL","2016-04-09","USA","TX","Texas State Championships",759805,3
"Vitaliy Bugrimov","M","SBD","Raw",19,"18-19","T3",80.5,"82.5",180,190,-195,NA,190,140,-145,-145,NA,140,180,190,200,NA,200,530,"1",360.42,374.84,348.12,528.33,"Yes","Russia","WPC","2013-04-04","Russia","","Eurasian Championships",1200744,3
"Kam Hughes","M","SBD","Raw",22.5,"20-23","Juniors",102.81,"105",230,247.5,255,NA,255,150,-157.5,-157.5,NA,150,265,280,-300,NA,280,685,"3",412.45,412.45,396.06,604.05,"Yes","Canada","NAPF","2016-08-15","US Virgin Islands","","North American Powerlifting Championships",1380243,3
"Alexander Clarke","M","SBD","Wraps",28,"24-34","M_O_CR_BPU",128,"140",295,320,325,NA,325,205,215,220,NA,220,315,355,-360,NA,355,900,"1",510.49,510.49,485.69,725.34,"","UK","BPU","2017-11-11","England","","Northern Qualifiers",159313,3
"Jessica Eade","F","SBD","Wraps",23,"20-23","Juniors",79.4,"82.5",85,90,100,NA,100,52.5,-55,-55,NA,52.5,85,100,105,NA,105,257.5,"1",236.61,236.61,207.59,403.56,"","","GPC-NZ","2016-07-16","New Zealand","AKL","Nationals",811220,3
"Leah Braymiller","F","SBD","Raw",27.5,"24-34","FR-O",83.3,"84",140,-147.5,147.5,NA,147.5,62.5,67.5,72.5,NA,72.5,162.5,170,175,NA,175,395,"1",353.73,353.73,309.42,605.67,"Yes","","USAPL","2019-02-16","USA","NY","2nd Annual Mustache Mayhem",738777,3
"Heimo Hopeavuori","M","SBD","Raw",60.5,"60-64","Over 60",82.31,"83",-170,-175,180,NA,180,117.5,122.5,125,NA,125,180,200,217.5,NA,217.5,522.5,"2",350.51,469.68,338.4,511.5,"Yes","Finland","SVNL","2018-11-16","Finland","","Masters - klassisen voimanoston SM-kilpailu",1000574,3
"Volodymyr Ivanenko","M","SBD","Single-ply",33.5,"24-34","Open",97.4,"100",330,340,NA,NA,340,205,212.5,NA,NA,212.5,310,-330,NA,NA,310,862.5,"1",530.65,530.65,510.38,643.52,"Yes","Ukraine","UkrainePF","1989-10-27","Ukraine","","Ukrainian Powerlifting Cup",27046,6
"Magnar Fuglevig","M","SBD","Single-ply",22.5,"20-23","Juniors 19-23",64.5,"67.5",160,165,170,NA,170,-140,140,-145,NA,140,160,165,175,NA,175,485,"3",388.18,388.18,377.11,493.55,"Yes","","NSF","2008-11-15","Norway","","NM U/Jr/Vet",572982,3
"Robert Perez","M","SBD","Raw",21.5,"20-23","MR-O",81.8,"83",175,-180,180,NA,180,130,132.5,-137.5,NA,132.5,185,195,-205,NA,195,507.5,"12",341.73,345.15,329.96,496.57,"Yes","","USAPL","2017-08-26","USA","TX","Texas Raw Championships",683606,3
"Eric Ramirez","M","SBD","Raw",20.5,"20-23","MR-Jr",56.9,"59",135,142.5,152.5,NA,152.5,85,-90,-90,NA,85,185,-195,195,NA,195,432.5,"1",387.68,395.44,378.76,551.16,"Yes","","USAPL","2017-11-18","USA","TX","Longhorn Open",667135,3
"Alastair MacNicol","M","SBD","Wraps",25.5,"24-34","O",100,"100",-245,245,260,NA,260,155,165,172.5,NA,172.5,275,300,312.5,NA,312.5,745,"3",453.4,453.4,435.75,675.64,"","Canada","WPC","2013-10-26","Czechia","","World Championship",1241245,3
"Inna Yudina","F","SBD","Multi-ply",30,"24-34","O",71,"75",90,100,110,NA,110,50,55,60,NA,60,80,90,100,NA,100,270,"1",266.02,266.02,234.41,386.68,"","Ukraine","WPC-UKR","2009-02-14","Ukraine","","Ukrainian Championships",644137,3
"Brandon Lewter","M","SBD","Raw",39.5,"35-39","MR-M",99.6,"",102.5,-137.5,NA,NA,102.5,102.5,110,-122.5,NA,110,165,192.5,-205,NA,192.5,405,"2",246.88,246.88,237.29,329.54,"Yes","","USAPL","2019-04-13","USA","TN","Tennessee and Surrounding States Championship",703076,4
"Randolph Morgan","M","SBD","Single-ply",33.5,"24-34","Open",82.4,"83",282.5,295,-302.5,NA,295,207.5,-220,220,NA,220,305,320,322.5,NA,322.5,837.5,"1",561.45,561.45,542.05,687.9,"Yes","Guyana","NAPF","2012-03-30","Cayman Islands","","Caribbean Islands Powerlifting Championships",1377958,3
"Gediminas Kepenis","M","SBD","Single-ply",22.5,"20-23","Juniors",58.22,"59",170,-180,180,NA,180,120,130,-137.5,NA,130,210,-230,-237.5,NA,210,520,"7",456.05,456.05,445.02,564.01,"Yes","Lithuania","IPF","2012-08-28","Poland","","World Sub-Juniors & Juniors Powerlifting Championships",1035423,3
"Elnur Eminov","M","SBD","Multi-ply",31,"24-34","",65.5,"67.5",225,230,-242.5,NA,230,-135,135,-140,NA,135,220,240,-265,NA,240,605,"2",478.04,478.04,464.14,593.03,"","Azerbaijan","WPC","2010-05-06","Azerbaijan","","World Cup",1245412,3
"Derrick Healy","M","SBD","Raw",27.5,"24-34","MR-O",91.52,"93",197.5,210,217.5,NA,217.5,125,132.5,140,NA,140,260,275,282.5,NA,282.5,640,"10",405.17,405.17,390.3,601.45,"Yes","","USAPL","2018-08-18","USA","CT","Northeast Regionals",755901,3
"Shelby Sullivan","F","SBD","Raw",18.5,"18-19","FR-C",71.15,"72",167.5,-175,-175,NA,167.5,72.5,75,-77.5,NA,75,147.5,155,-160,NA,155,397.5,"9",391.08,406.72,344.59,651.99,"Yes","","USAPL","2019-04-12","USA","OH","Collegiate Nationals",692857,3
"Michael Rim","M","SBD","Raw",21.5,"20-23","MR-O",82.4,"83",165,172.5,185,NA,185,120,130,-135,NA,130,175,187.5,197.5,NA,197.5,512.5,"5",343.58,347.01,331.7,499.7,"Yes","","USAPL","2018-07-14","USA","MD","Rumble on Pratt Street",747829,3
"Deb Trobaugh","F","SBD","Wraps",55,"55-59","FM4R",86.6,"90",40,47.5,-62.5,NA,47.5,62.5,75,-77.5,NA,75,102.5,130,137.5,NA,137.5,260,"1",228.48,279.89,199.28,395.42,"","","UPA","2014-02-15","USA","IA","Powerlifting & Bench Press National Chamionships",1359566,3
"山田珠美","F","SBD","Single-ply",53,"50-54","Open",56.15,"57",120,-125,-125,NA,120,57.5,60,-62.5,NA,60,120,-125,-125,NA,120,300,"5",352.24,417.05,311.56,455.43,"Yes","","JPA","2017-07-15","Japan","","Japanese Powerlifting Championships",51403,3
"Joash Peko","M","SBD","Single-ply",26,"24-34","M-O",118.52,"120",-240,-240,-240,NA,NA,-155,160,162.5,NA,162.5,247.5,257.5,262.5,NA,262.5,NA,"DQ",NA,NA,NA,NA,"Yes","","USAPL","2017-02-11","USA","CO","Colorado State Championships",665736,9
"Julie Paijebo","F","SBD","Single-ply",15.5,"16-17","F-JV",51.7,"52",95,107.5,115,NA,115,-50,-50,-50,NA,NA,95,107.5,-115,NA,107.5,NA,"DQ",NA,NA,NA,NA,"Yes","","USAPL","2019-03-28","USA","LA","High School Nationals",730422,9
"Muhammad Rashed","M","SBD","Raw",61.5,"60-64","Masters 3",90.25,"93",-80,85,100,NA,100,60,70,75,NA,75,100,120,130,NA,130,305,"1",194.44,265.6,187.36,244.9,"Yes","Pakistan","OceaniaPF","2017-12-09","Singapore","","Oceania Championships & Pacific Invitationals",1276570,3
"Ildar Khayrullin","M","SBD","Single-ply",24.5,"24-34","Juniors",83,"83",180,190,200,NA,200,-130,140,150,NA,150,180,190,200,NA,200,550,"7",367.12,367.12,354.38,470.12,"Yes","","KPF","2012-03-26","Kazakhstan","","Republic Kazakhstan Powerlifting Cup",913558,3
"Chao-Sheng Yang","M","SBD","Single-ply",15.5,"16-17","Sub-Juniors",55.25,"56",160,-170,-170,NA,160,70,75,82.5,NA,82.5,175,-185,-185,NA,175,417.5,"1",385.15,435.22,376.92,485.27,"Yes","Taiwan","AsianPF","2007-05-02","Taiwan","","Asian Powerlifting Championships",1370165,3
"Gary Bobrovitz","M","SBD","Wraps",65,"65-69","M6-RA",63.5,"67.5",60,NA,NA,NA,60,105,-110,-110,-110,105,60,NA,NA,NA,60,225,"1",182.5,270.09,177.39,219.83,"","Canada","CPF","2017-05-06","Canada","BC","Nationals and Western Canadian Championships",1221951,6
"Miranda Adams","F","SBD","Single-ply",17.5,"18-19","F-HS",117.8,"90+",182.5,192.5,-200,NA,192.5,60,65,-67.5,NA,65,132.5,140,147.5,NA,147.5,405,"6",324.94,344.44,275.63,447.31,"Yes","","USAPL","2017-03-11","USA","WI","Wisconsin State High School Championships",713024,3
"Ilari Ventä","M","SBD","Wraps",23,"20-23","J",99.7,"100",200,220,-230,NA,220,115,122.5,-130,NA,122.5,190,210,-225,NA,210,552.5,"6",336.65,336.65,323.58,480.1,"","Finland","GPC","2016-09-18","Serbia","","World Championships",1235626,3
"Aaron McKay","M","BD","Raw",33,"24-34","Submasters",154.2,"140+",NA,NA,NA,NA,NA,-155,-160,160,NA,160,260,280,-290,NA,280,440,"1",242.5,242.5,228.73,NA,"","","GPC-NZ","2014-12-13","New Zealand","AKL","Iron Giants - Push/Pull Competition",811067,8
"Monika Korpak","F","SBD","Single-ply",28.5,"24-34","Open",51.4,"52",130,140,-145,NA,140,70,75,-80,NA,75,125,132.5,-135,NA,132.5,347.5,"9",437.1,437.1,387.63,531.1,"Yes","Poland","IPF","2006-11-05","Norway","","World Powerlifting Championships",1050824,3
"Thierry Garnier","M","SBD","Raw",50.5,"50-54","Masters 2",94.3,"105",190,200,207.5,NA,207.5,105,110,NA,NA,110,215,230,-237.5,NA,230,547.5,"3",341.71,386.13,328.94,492.44,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257805,4
"Thomas Belloli","M","SBD","Wraps",34,"24-34","Submasters 33-39",124.1,"125",244.94,263.08,274.42,NA,274.42,149.69,163.29,-174.63,NA,163.29,285.76,310.71,319.78,NA,319.78,757.5,"1",432.3,432.3,411.91,607.35,"","USA","APA","2018-12-01","USA","MA","Northeast USA Championships",68871,3
"Konstantin Askhabov","M","SBD","Wraps",41,"40-44","Pro Masters 40-44",129.2,"140",220,250,300,NA,300,130,140,150,NA,150,220,260,-300,NA,260,710,"1",402.02,406.04,382.32,551.52,"","","IPL","2016-04-21","Russia","","European Powerlifting Championships",217274,3
"Anastasiya Ladygina","F","SBD","Multi-ply",18,"18-19","T 18-19",54.65,"56",120,130,-140,NA,130,60,67.5,-72.5,NA,67.5,115,125,NA,NA,125,322.5,"1",386.78,409.99,342.31,487.27,"Yes","","WPC-RUS","2009-02-26","Russia","","Russian National Championships",1219602,4
"Luke Richardson #1","M","SBD","Raw",20,"20-23","M-C-U23",134.7,"120+",325,345,360,NA,360,182.5,195,202.5,NA,202.5,327.5,347.5,-363,NA,347.5,910,"1",511.58,526.93,485.53,714.83,"Yes","UK","BP","2017-11-25","UK","","British Junior Classic Championships",1384575,3
"Stanislav Migra","M","SBD","Multi-ply",34.5,"24-34","O",115.4,"125",-235,235,-255,NA,235,160,170,-180,NA,170,210,225,-240,NA,225,630,"2",365.72,365.72,349.65,445.37,"","Slovakia","CAST","2018-04-06","Slovakia","","Otvorené MSR v drepe a powerliftingu",1353179,3
"Kimberly Muñiz","F","SBD","Raw",37.5,"35-39","FR-O",58.6,"63",102.5,107.5,115,NA,115,80,85,-87.5,NA,85,130,137.5,-145,NA,137.5,337.5,"1",383.25,383.25,338.73,604.46,"Yes","USA","USAPL","2017-05-13","USA","MD","Maryland State Championships",686097,3
"Dmitriy Grishin","M","SBD","Single-ply",27,"24-34","O",106.9,"110",-300,-300,300,NA,300,190,200,-210,NA,200,250,265,-280,NA,265,765,"1",454.33,454.33,435.69,549.94,"","Russia","WPC-RUS","2014-03-22","Russia","","Russian Open Cup",1205974,3
"Nairianjan Singh","M","SBD","Single-ply",71.5,"70-74","Masters 4",82.44,"83",67.5,-105,105,NA,105,112.5,117.5,-120,NA,117.5,150,160,-170,NA,160,382.5,"1",256.35,430.93,247.49,346.28,"Yes","Guyana","NAPF","2017-07-03","USA","FL","Pan-American Powerlifting Championships",1378860,3
"Brendan Marcolin","M","SBD","Raw",20.5,"20-23","Juniors",91.05,"93",180,-185,185,NA,185,130,135,-137.5,NA,135,215,-222.5,225,NA,225,545,"9",345.9,352.82,333.25,501.32,"Yes","","PA","2017-08-04","Australia","VIC","Australian Junior / Masters Championships",197013,3
"Ivan Lyutik","M","SBD","Wraps",19,"18-19","T3",73.6,"75",-180,180,-190,NA,180,115,120,125,NA,125,185,195,200,NA,200,505,"1",364.66,379.24,352.89,533.46,"Yes","","WPC-UKR","2009-10-17","Ukraine","","Ukranian Cup",645535,3
"Joel Wickesberg","M","SBD","Wraps",35,"35-39","MSR-AD",97,"100",160,-167.5,170,NA,170,92.5,97.5,-105,NA,97.5,182.5,192.5,205,NA,205,472.5,"1",291.22,291.22,280.12,405.63,"Yes","","UPA","2015-05-16","USA","WI","Wisconsin State Powerlifting Championship",1358758,3
"Mat Bailey","M","SBD","Wraps",30,"24-34","M-OR",81.8,"82.5",232.5,247.5,-255,NA,247.5,162.5,170,175,NA,175,225,242.5,247.5,NA,247.5,670,"3",451.15,451.15,435.62,682.72,"","","GPC-AUS","2019-03-02","Australia","WA","WA State Powerlifting Championships",1778,3
"Bryce Lewis","M","SBD","Raw",29,"24-34","MR-O",103.4,"105",282.5,300,313,NA,313,200,210,-217.5,NA,210,325,342.5,345,NA,345,868,"1",521.54,521.54,500.71,785.38,"Yes","USA","USAPL","2016-10-13","USA","GA","Raw Nationals",659098,3
"Jack Schmucki","M","SBD","Single-ply",14.5,"13-15","M-T1",62.2,"66",-125,-125,125,NA,125,52.5,57.5,62.5,NA,62.5,132.5,142.5,-147.5,NA,142.5,330,"2",272.52,321.57,265.11,365.89,"Yes","","USAPL","2018-02-11","USA","WI","High School National Qualifier",688364,3
"Kory Allen Garaganza","M","SBD","Raw",22.5,"20-23","MR-Jr",91.5,"93",185,190,195,NA,195,140,142.5,147.5,NA,147.5,237.5,245,-247.5,NA,245,587.5,"2",371.97,371.97,358.32,545.24,"Yes","","USAPL","2018-06-16","USA","NV","Nevada State Championships",686228,3
"Mackenzie Corbin","M","SBD","Raw",21.5,"20-23","MR-G",107.8,"120",-212.5,212.5,NA,NA,212.5,135,145,150,NA,150,235,250,260,NA,260,622.5,"G",368.68,372.37,353.44,525.75,"Yes","","USAPL","2017-04-29","USA","NH","New Hampshire State Championship",696201,4
"Katie Stensland","F","SBD","Wraps",30,"24-34","F-OcR",77.79,"82.5",117.5,127.5,137.5,NA,137.5,52.5,57.5,62.5,NA,62.5,120,137.5,142.5,NA,142.5,342.5,"1",318.45,318.45,279.69,540.41,"","","APF","2018-02-10","USA","SD","SD State Powerlifting Championships",613094,3
"Kendall Nigon","M","SBD","Raw",16.5,"16-17","MR-O",55,"56",70,75,80,NA,80,-40,40,45,NA,45,120,-127.5,127.5,NA,127.5,252.5,"9",233.98,252.7,229.04,296.48,"Yes","","USAPL","2018-03-11","USA","WI","WHSPA State Championship",709403,3
"Otis Johnson","M","SBD","Wraps",49,"45-49","Masters 40-49",109.04,"110",-102.06,102.06,-113.4,NA,102.06,102.06,113.4,-136.08,NA,113.4,142.88,156.49,206.38,NA,206.38,421.84,"1",248.93,277.06,238.53,326.54,"Yes","","APA","2014-08-09","USA","MS","Magnolia Open",67498,3
"Tatyana Ilyina","F","SBD","Single-ply",22.5,"20-23","Open",92,"90+",-190,190,200,NA,200,115,125,130,NA,130,200,215,-220,NA,215,545,"1",466.78,466.78,404.85,609.87,"Yes","Russia","FPR","2005-03-31","Russia","","Russian Juniors Powerlifting Championships",962481,3
"Chris Pereira","M","SBD","Wraps",20,"20-23","Juniors 20-23",88,"90",249.48,260.82,265.35,NA,265.35,158.76,170.1,-174.63,NA,170.1,249.48,-274.42,-274.42,NA,249.48,684.92,"1",442.39,455.66,426.53,666.4,"","","APA","2017-08-19","USA","AR","Battle of the Badasses",67179,3
"Ian Canny","M","SBD","Raw",23.5,"24-34","MR-Jr",72.2,"74",157.5,167.5,177.5,NA,177.5,87.5,92.5,100,NA,100,175,190,-207.5,NA,190,467.5,"2",342.31,342.31,331.42,494.78,"Yes","","USAPL","2016-05-07","USA","CT","3rd Annual Connecticut Spring Classic",710959,3
"Igor Artemyev","M","SBD","Multi-ply",34,"24-34","Open",52,"52",160,NA,NA,NA,160,140,145.5,NA,NA,145.5,155,NA,NA,NA,155,460,"1",451.39,451.39,443.46,553.17,"","Russia","WPC","2006-08-16","Russia","","European Cup",1203394,8
"Sergiy Bessel","M","BD","Raw",28.5,"24-34","Amateur Open",107.1,"110",NA,NA,NA,NA,NA,172.5,180,182.5,NA,182.5,245,260,-265,NA,260,442.5,"1",262.64,262.64,251.84,NA,"","Ukraine","WPA","2013-12-12","Ukraine","","World Cup",1268045,8
"Ben Shum","M","SBD","Raw",22.5,"20-23","Open",82.3,"83",205,-215,-217.5,NA,205,137.5,145,-147.5,NA,145,235,-242.5,-242.5,NA,235,585,"1",392.47,392.47,378.91,582.88,"Yes","","PA","2017-05-21","Australia","NSW","Top Lifter III",215062,3
"Mariet Spronk","F","SBD","Single-ply",45.5,"45-49","Open",71.8,"75",145,150,-155,NA,150,90,-95,95,NA,95,165,175,180,NA,180,425,"7",415.59,438.44,366.1,544.95,"Yes","Netherlands","EPF","2001-11-28","Czechia","","Women's European Powerlifting Championships",770764,3
"Lily Neibart","F","SBD","Raw",22.5,"20-23","FR-C",66.2,"72",77.5,85,92.5,NA,92.5,-55,-57.5,57.5,NA,57.5,115,120,127.5,NA,127.5,277.5,"4",287.24,287.24,253.46,466.93,"Yes","","USAPL","2018-12-09","USA","NJ","New Jersey Collegiate Invitational Championship",667457,3
"Betal Gubzhev","M","SBD","Wraps",17,"16-17","Teens",74.4,"75",145,155,165,NA,165,80,87.5,92.5,NA,92.5,165,180,190,NA,190,447.5,"1",320.67,346.32,310.24,459.23,"","Russia","BB","2010-05-14","Russia","","European RAW Powerlifting and Bench Press Championship",221360,3
"Jeppe P Rosenørn","M","SBD","Raw",24.5,"24-34","Open",92,"93",185,195,200,NA,200,135,142.5,-145,NA,142.5,225,232.5,240,NA,240,582.5,"5",367.82,367.82,354.29,537.95,"Yes","","DSF","2016-04-01","Denmark","","DM Klassisk",551432,3
